SourceFile,GPSLatitude,GPSLongitude
IMG_9342.HEIC,40.4250333333333,-3.68096111111111
IMG_9343.HEIC,40.4249916666667,-3.68037222222222
IMG_9345.HEIC,40.4249166666667,-3.678875
IMG_9346.HEIC,40.4249111111111,-3.678825
IMG_9347.HEIC,40.4248416666667,-3.67763611111111
IMG_9348.HEIC,40.4248,-3.67680555555556
IMG_9349.HEIC,40.4247388888889,-3.67532777777778
IMG_9351.HEIC,40.4247083333333,-3.67463333333333
IMG_9352.HEIC,40.4246222222222,-3.67277777777778
IMG_9353.HEIC,40.4246222222222,-3.67272777777778
IMG_9354.HEIC,40.4245722222222,-3.67165
IMG_9355.HEIC,40.4250222222222,-3.67551111111111
IMG_9356.HEIC,40.4255638888889,-3.67560833333333
IMG_9357.HEIC,40.4258583333333,-3.67559444444444
IMG_9358.HEIC,40.4259333333333,-3.67558333333333
IMG_9359.HEIC,40.4269,-3.67549722222222
IMG_9360.HEIC,40.4271861111111,-3.67548055555556
IMG_9361.HEIC,40.4282805555556,-3.67536944444444
IMG_9362.HEIC,40.4294861111111,-3.675275
IMG_9363.HEIC,40.4298638888889,-3.67524444444444
IMG_9364.HEIC,40.4308555555556,-3.67515555555556
IMG_9365.HEIC,40.4320055555556,-3.67506111111111
IMG_9366.HEIC,40.4322138888889,-3.67504444444444
IMG_9367.HEIC,40.4324194444444,-3.675025
IMG_9368.HEIC,40.4331333333333,-3.67496944444444
IMG_9369.HEIC,40.4341694444444,-3.67490277777778
IMG_9370.heic,40.4325527777778,-3.67345277777778
